Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
4/14/2014	281.81	0.0029	85142.73	-3.57	-3.57	221.04	0.000	0.000	290.96	23.255
4/15/2014	283.88	0.0036	84919.61	2.98	2.98	239.66	0.000	0.000	294.87	21.521
4/16/2014	283.33	0.0042	84747.26	0.67	0.67	254.85	0.000	0.000	294.54	19.845
4/17/2014	284.70	0.0050	84425.29	0.78	0.78	262.69	0.000	0.000	293.70	18.141
4/18/2014	283.55	0.0063	84499.79	1.05	1.05	280.71	1.985	0.083	292.48	16.587
4/19/2014	284.13	0.0051	84684.51	3.45	3.45	258.62	0.000	0.000	290.44	15.210
4/20/2014	283.27	0.0047	85263.95	0.20	0.20	246.17	0.000	0.000	299.69	13.978
4/21/2014	284.74	0.0035	84993.75	0.78	0.78	267.67	0.000	0.000	255.87	12.934
4/22/2014	278.68	0.0041	84445.25	5.40	5.40	270.82	3.947	0.164	266.78	12.729
4/23/2014	277.12	0.0034	84845.25	3.30	3.30	248.27	0.047	0.002	289.69	12.291
4/24/2014	280.44	0.0047	84755.13	4.24	4.24	279.84	0.013	0.001	265.76	11.598
4/25/2014	278.48	0.0050	84064.47	4.68	4.68	304.21	14.969	0.624	215.98	13.510
4/26/2014	275.73	0.0040	83949.75	4.43	4.43	254.13	2.224	0.093	268.11	13.853
4/27/2014	276.17	0.0043	84521.46	5.23	5.23	275.07	0.170	0.007	226.18	13.394
4/28/2014	276.60	0.0039	85120.21	0.81	0.81	232.06	0.454	0.019	306.07	12.948
4/29/2014	280.54	0.0038	85598.78	-4.11	-4.11	238.66	0.000	0.000	315.62	12.108
4/30/2014	284.08	0.0035	85662.02	-6.41	-6.41	233.68	0.000	0.000	325.91	11.133
5/1/2014	285.55	0.0035	85504.26	-2.80	-2.80	232.00	0.000	0.000	330.97	10.129
5/2/2014	288.18	0.0045	85287.04	2.27	2.27	256.87	0.000	0.000	327.13	9.082
5/3/2014	285.24	0.0044	84810.94	3.25	3.25	242.62	0.000	0.000	332.89	8.127
5/4/2014	282.01	0.0047	84514.23	3.88	3.88	245.52	0.000	0.000	323.16	7.376
5/5/2014	281.42	0.0052	84556.05	3.53	3.53	255.74	0.020	0.001	320.62	6.789
5/6/2014	279.57	0.0046	84316.41	2.17	2.17	283.78	2.421	0.101	292.00	6.382
5/7/2014	279.78	0.0040	84454.21	1.46	1.46	235.23	0.000	0.000	336.61	5.936
5/8/2014	279.58	0.0041	84587.84	3.15	3.15	282.19	0.000	0.000	184.80	5.693
5/9/2014	280.17	0.0054	84663.22	5.55	5.55	288.11	4.970	0.207	289.77	5.886
5/10/2014	279.60	0.0043	84871.15	4.22	4.22	246.71	0.685	0.029	305.69	5.452
5/11/2014	278.15	0.0035	85153.62	-2.42	-2.42	221.26	0.036	0.001	344.68	5.154
5/12/2014	282.35	0.0032	85375.47	-2.99	-2.99	232.07	0.000	0.000	338.02	4.775
5/13/2014	285.34	0.0037	85566.77	-4.19	-4.19	246.73	0.000	0.000	343.24	4.360
5/14/2014	287.37	0.0038	85694.27	-3.07	-3.07	251.80	0.000	0.000	345.24	3.939
5/15/2014	289.81	0.0043	85518.71	1.27	1.27	265.42	0.000	0.000	335.33	3.516
5/16/2014	288.35	0.0041	85294.78	2.71	2.71	272.00	0.000	0.000	323.31	3.141
5/17/2014	286.86	0.0042	84853.73	2.43	2.43	256.36	0.000	0.000	330.53	2.837
5/18/2014	283.01	0.0048	84467.09	4.20	4.20	252.91	0.000	0.000	347.54	2.593
5/19/2014	281.45	0.0047	84476.86	2.90	2.90	268.33	0.270	0.011	236.91	2.431
5/20/2014	281.16	0.0056	84469.05	2.66	2.66	289.25	3.091	0.129	259.58	2.323
5/21/2014	283.56	0.0060	84659.89	0.14	0.14	282.05	1.318	0.055	299.70	2.127
5/22/2014	286.48	0.0064	84844.92	-2.08	-2.08	279.09	0.172	0.007	342.65	1.908
5/23/2014	288.06	0.0050	85074.77	-0.46	-0.46	269.05	0.235	0.010	340.26	1.704
5/24/2014	288.25	0.0067	84963.95	0.53	0.53	292.39	0.004	0.000	334.27	1.509
5/25/2014	290.12	0.0059	84968.67	1.18	1.18	284.87	0.000	0.000	342.82	1.333
5/26/2014	290.12	0.0057	84976.26	3.36	3.36	272.29	0.000	0.000	352.71	1.178
5/27/2014	288.34	0.0054	84961.38	3.28	3.28	266.36	0.000	0.000	354.72	1.053
5/28/2014	284.45	0.0039	84880.95	3.45	3.45	238.95	0.000	0.000	363.33	0.965
5/29/2014	283.31	0.0035	84939.62	-2.91	-2.91	230.62	0.000	0.000	362.34	0.897
5/30/2014	286.44	0.0033	84738.06	-0.51	-0.51	248.08	0.000	0.000	343.94	0.827
5/31/2014	285.52	0.0035	84760.27	2.22	2.22	237.21	0.000	0.000	365.82	0.761
6/1/2014	287.45	0.0043	84869.05	0.06	0.06	257.27	0.000	0.000	350.93	0.695
6/2/2014	289.05	0.0042	84622.98	1.59	1.59	256.61	0.000	0.000	353.64	0.630
6/3/2014	287.97	0.0046	84727.13	2.31	2.31	258.83	0.000	0.000	353.57	0.570
6/4/2014	289.34	0.0051	84837.32	-0.32	-0.32	270.51	0.000	0.000	351.05	0.516
6/5/2014	291.29	0.0043	84839.16	-1.40	-1.40	264.59	0.000	0.000	354.34	0.463
6/6/2014	292.18	0.0049	84704.91	0.11	0.11	274.10	0.000	0.000	354.80	0.412
6/7/2014	292.10	0.0046	84828.85	-1.56	-1.56	274.48	0.000	0.000	352.49	0.367
6/8/2014	291.34	0.0054	84985.48	-2.96	-2.96	277.33	0.000	0.000	353.32	0.327
6/9/2014	292.79	0.0055	84781.08	-2.27	-2.27	283.96	0.000	0.000	352.78	0.291
6/10/2014	293.12	0.0057	84690.34	0.76	0.76	283.61	0.000	0.000	353.85	0.257
6/11/2014	291.84	0.0052	84632.57	-0.15	-0.15	278.17	0.000	0.000	353.88	0.227
6/12/2014	289.64	0.0050	84584.98	3.53	3.53	262.55	0.000	0.000	355.35	0.201
6/13/2014	285.99	0.0045	84659.26	3.82	3.82	250.18	0.000	0.000	358.14	0.183
6/14/2014	285.94	0.0044	84863.88	0.01	0.01	263.22	0.000	0.000	326.87	0.169
6/15/2014	288.13	0.0044	84447.12	2.54	2.54	292.35	0.000	0.000	324.37	0.155
6/16/2014	286.36	0.0046	84354.19	4.30	4.30	268.64	0.000	0.000	352.36	0.142
6/17/2014	283.00	0.0041	84656.10	1.63	1.63	247.95	0.063	0.003	357.23	0.133
6/18/2014	284.82	0.0041	85012.96	-1.67	-1.67	250.57	0.002	0.000	357.08	0.124
6/19/2014	289.84	0.0041	84945.51	1.10	1.10	268.31	0.000	0.000	353.36	0.112
6/20/2014	290.87	0.0046	84923.29	2.77	2.77	279.34	0.000	0.000	351.05	0.100
6/21/2014	290.14	0.0042	84813.60	2.43	2.43	271.40	0.000	0.000	348.99	0.091
6/22/2014	290.01	0.0037	84809.01	0.86	0.86	262.41	0.000	0.000	350.11	0.083
6/23/2014	291.72	0.0046	84901.38	2.29	2.29	279.31	0.000	0.000	344.22	0.075
6/24/2014	291.93	0.0057	84969.73	2.01	2.01	292.34	0.000	0.000	346.81	0.068
6/25/2014	290.32	0.0064	84757.49	3.20	3.20	297.69	0.000	0.000	330.99	0.063
6/26/2014	286.38	0.0072	84593.89	4.85	4.85	319.11	0.178	0.007	276.91	0.058
6/27/2014	286.91	0.0068	84748.94	3.58	3.58	286.52	0.002	0.000	337.62	0.054
6/28/2014	289.44	0.0062	84792.37	2.63	2.63	281.51	0.000	0.000	351.58	0.050
6/29/2014	291.93	0.0048	85030.37	1.34	1.34	284.68	0.000	0.000	347.47	0.046
6/30/2014	294.52	0.0048	85096.06	-2.15	-2.15	291.44	0.000	0.000	349.48	0.042
7/1/2014	296.66	0.0052	84860.42	-2.63	-2.63	303.59	0.002	0.000	355.32	0.037
7/2/2014	295.42	0.0066	84796.21	2.16	2.16	306.11	0.068	0.003	359.57	0.033
7/3/2014	294.89	0.0067	84908.56	2.32	2.32	304.93	0.000	0.000	360.23	0.030
7/4/2014	294.25	0.0047	85069.39	2.08	2.08	280.17	0.000	0.000	366.98	0.027
7/5/2014	293.30	0.0039	85312.80	1.57	1.57	271.01	0.000	0.000	369.27	0.025
7/6/2014	295.38	0.0040	85356.16	0.99	0.99	286.10	0.000	0.000	364.31	0.023
7/7/2014	296.99	0.0043	85088.75	-0.12	-0.12	310.20	0.000	0.000	322.87	0.020
7/8/2014	296.96	0.0067	85099.73	-1.78	-1.78	360.99	0.005	0.000	205.09	0.018
7/9/2014	295.87	0.0090	85025.19	-2.21	-2.21	349.65	0.081	0.003	323.12	0.017
7/10/2014	294.62	0.0067	84922.35	-1.09	-1.09	305.60	0.005	0.000	356.14	0.015
7/11/2014	294.61	0.0068	84891.54	2.35	2.35	345.22	0.155	0.006	304.62	0.014
7/12/2014	293.95	0.0073	85243.81	0.92	0.92	325.04	0.000	0.000	345.59	0.013
7/13/2014	297.08	0.0072	85299.25	0.73	0.73	325.61	0.000	0.000	345.28	0.011
7/14/2014	297.88	0.0070	85126.37	1.48	1.48	320.13	0.000	0.000	345.82	0.010
7/15/2014	298.39	0.0075	85175.59	2.74	2.74	351.84	0.000	0.000	280.22	0.009
7/16/2014	296.92	0.0091	85140.57	3.53	3.53	354.96	0.003	0.000	289.43	0.008
7/17/2014	296.65	0.0086	85125.97	0.47	0.47	349.01	0.011	0.000	279.79	0.008
7/18/2014	296.24	0.0087	85044.92	0.41	0.41	343.03	0.518	0.022	330.92	0.007
7/19/2014	296.42	0.0079	85042.02	0.68	0.68	332.57	0.323	0.013	337.02	0.006
7/20/2014	295.25	0.0081	85058.46	2.59	2.59	337.33	0.493	0.021	273.28	0.006
7/21/2014	291.54	0.0090	85193.57	2.59	2.59	343.48	0.918	0.038	215.98	0.005
7/22/2014	291.36	0.0092	85273.89	0.59	0.59	331.34	0.046	0.002	264.54	0.005
7/23/2014	290.69	0.0067	85231.74	2.26	2.26	292.81	0.057	0.002	339.25	0.005
7/24/2014	290.33	0.0054	85219.41	0.44	0.44	277.86	0.000	0.000	350.91	0.004
7/25/2014	292.63	0.0044	84960.74	-1.03	-1.03	282.11	0.000	0.000	347.85	0.004
7/26/2014	294.39	0.0042	85076.25	0.90	0.90	284.50	0.000	0.000	340.37	0.004
7/27/2014	295.63	0.0046	85246.02	1.82	1.82	325.72	0.000	0.000	216.58	0.004
7/28/2014	295.91	0.0051	85443.51	0.92	0.92	327.28	0.001	0.000	280.55	0.003
7/29/2014	295.62	0.0066	85461.14	0.43	0.43	344.09	0.019	0.001	255.95	0.003
7/30/2014	296.48	0.0070	85369.09	1.54	1.54	344.21	2.047	0.085	270.91	0.003
7/31/2014	296.41	0.0074	85293.35	-0.57	-0.57	337.43	0.816	0.034	287.84	0.003
8/1/2014	296.88	0.0061	85219.56	0.90	0.90	321.35	0.092	0.004	318.69	0.002
8/2/2014	296.24	0.0049	85075.55	1.63	1.63	305.59	0.000	0.000	328.21	0.002
8/3/2014	295.19	0.0052	85013.08	1.03	1.03	305.39	0.000	0.000	311.74	0.002
8/4/2014	293.61	0.0060	85042.87	0.30	0.30	344.86	1.540	0.064	181.74	0.002
8/5/2014	287.28	0.0094	85143.51	0.38	0.38	365.84	15.370	0.640	136.60	0.002
8/6/2014	289.54	0.0094	85293.62	-1.21	-1.21	353.67	3.887	0.162	224.90	0.002
8/7/2014	292.98	0.0076	85143.16	-1.76	-1.76	317.51	1.552	0.065	309.47	0.002
8/8/2014	295.12	0.0067	84949.66	1.02	1.02	315.52	0.450	0.019	309.98	0.001
8/9/2014	294.43	0.0061	84988.66	0.24	0.24	305.46	0.000	0.000	310.80	0.001
8/10/2014	294.55	0.0066	85071.19	-1.64	-1.64	321.58	0.570	0.024	276.28	0.001
8/11/2014	294.36	0.0066	85154.13	-0.54	-0.54	324.91	0.671	0.028	274.98	0.001
8/12/2014	292.63	0.0070	84968.74	1.19	1.19	313.17	0.151	0.006	294.62	0.001
8/13/2014	289.78	0.0061	84873.59	2.10	2.10	290.51	0.000	0.000	310.97	0.001
8/14/2014	289.20	0.0069	84934.91	1.92	1.92	293.21	0.000	0.000	311.25	0.001
8/15/2014	291.10	0.0059	84998.38	1.99	1.99	290.98	0.000	0.000	308.60	0.001
8/16/2014	292.94	0.0051	85157.22	0.86	0.86	286.67	0.000	0.000	314.54	0.001
8/17/2014	292.81	0.0043	85169.03	1.52	1.52	279.64	0.000	0.000	310.73	0.001
8/18/2014	292.91	0.0043	84874.68	2.19	2.19	283.84	0.000	0.000	310.75	0.001
8/19/2014	292.79	0.0054	84569.20	3.09	3.09	300.11	0.002	0.000	303.77	0.001
8/20/2014	292.73	0.0062	84683.09	3.31	3.31	305.66	0.022	0.001	300.49	0.001
8/21/2014	292.07	0.0069	84915.66	2.88	2.88	308.26	0.000	0.000	296.81	0.001
8/22/2014	291.66	0.0065	84856.29	3.43	3.43	297.50	0.000	0.000	302.04	0.001
8/23/2014	290.44	0.0052	84897.42	0.21	0.21	285.00	0.000	0.000	301.19	0.001
8/24/2014	290.95	0.0039	84804.77	-2.01	-2.01	279.16	0.000	0.000	300.93	0.001
8/25/2014	290.58	0.0053	84534.73	2.68	2.68	291.40	0.133	0.006	291.40	0.001
8/26/2014	290.63	0.0053	84981.81	-1.02	-1.02	291.21	0.106	0.004	293.60	0.000
8/27/2014	293.12	0.0048	85298.77	-1.32	-1.32	295.08	0.000	0.000	292.58	0.000
8/28/2014	295.27	0.0053	85296.25	0.47	0.47	305.18	0.000	0.000	290.28	0.000
8/29/2014	294.38	0.0058	85004.73	2.93	2.93	314.96	0.000	0.000	245.08	0.000
8/30/2014	293.34	0.0049	84861.94	3.76	3.76	304.32	0.000	0.000	279.58	0.000
8/31/2014	291.30	0.0042	84878.38	1.81	1.81	283.74	0.000	0.000	287.37	0.000
9/1/2014	292.47	0.0047	84915.44	-1.05	-1.05	290.51	0.000	0.000	277.74	0.000
9/2/2014	294.34	0.0045	84678.63	-1.06	-1.06	292.60	0.000	0.000	277.08	0.000
9/3/2014	292.50	0.0041	84556.62	1.23	1.23	276.68	0.000	0.000	280.31	0.000
9/4/2014	290.57	0.0028	84591.21	-4.06	-4.06	262.55	0.000	0.000	279.02	0.000
9/5/2014	290.75	0.0025	84848.11	-3.67	-3.67	260.04	0.000	0.000	276.99	0.000
9/6/2014	292.14	0.0028	85048.03	-1.72	-1.72	271.50	0.000	0.000	273.33	0.000
9/7/2014	292.21	0.0038	84851.56	0.92	0.92	280.18	0.000	0.000	268.43	0.000
9/8/2014	291.45	0.0041	84703.95	1.45	1.45	281.89	0.000	0.000	265.46	0.000
9/9/2014	290.25	0.0034	84935.66	3.00	3.00	273.57	0.000	0.000	265.44	0.000
9/10/2014	291.10	0.0034	85068.04	0.05	0.05	274.85	0.000	0.000	263.42	0.000
9/11/2014	293.27	0.0034	85021.17	-0.98	-0.98	281.48	0.000	0.000	258.95	0.000
9/12/2014	293.34	0.0037	84981.46	-1.31	-1.31	284.61	0.000	0.000	252.68	0.000
9/13/2014	293.11	0.0040	84860.09	2.21	2.21	286.88	0.000	0.000	245.75	0.000
9/14/2014	293.00	0.0043	84820.00	1.67	1.67	294.41	0.000	0.000	249.67	0.000
9/15/2014	293.73	0.0058	84981.17	0.06	0.06	311.39	0.000	0.000	239.22	0.000
9/16/2014	292.66	0.0055	84852.59	1.08	1.08	301.54	0.000	0.000	239.40	0.000
9/17/2014	291.91	0.0043	84606.04	1.46	1.46	293.66	0.000	0.000	237.16	0.000
9/18/2014	288.32	0.0060	84479.03	2.47	2.47	287.92	0.159	0.007	234.74	0.000
9/19/2014	289.64	0.0065	84839.81	-1.39	-1.39	295.21	0.100	0.004	237.63	0.000
9/20/2014	292.99	0.0059	85043.60	-2.85	-2.85	304.92	0.000	0.000	232.73	0.000
9/21/2014	291.40	0.0076	84968.91	1.05	1.05	341.87	0.096	0.004	147.83	0.000
9/22/2014	289.80	0.0078	85109.86	1.95	1.95	314.01	0.000	0.000	224.42	0.000
9/23/2014	290.64	0.0068	85000.03	2.20	2.20	298.30	0.000	0.000	225.51	0.000
9/24/2014	289.28	0.0059	84799.18	2.38	2.38	281.03	0.000	0.000	230.28	0.000
9/25/2014	285.32	0.0067	84696.27	2.46	2.46	298.67	15.433	0.643	137.44	0.001
9/26/2014	283.31	0.0058	84899.78	1.16	1.16	270.07	0.431	0.018	216.10	0.002
9/27/2014	282.78	0.0061	84522.00	1.44	1.44	312.69	3.138	0.131	133.81	0.009
9/28/2014	282.53	0.0070	84570.16	1.57	1.57	325.51	4.312	0.180	126.02	0.002
9/29/2014	284.46	0.0062	84808.16	1.68	1.68	279.95	0.297	0.012	217.50	0.001
9/30/2014	286.12	0.0060	84854.28	1.20	1.20	274.22	0.000	0.000	219.10	0.001
10/1/2014	284.43	0.0039	85002.58	-4.38	-4.38	245.71	0.000	0.000	222.89	0.000
10/2/2014	285.76	0.0028	85341.35	-3.90	-3.90	241.13	0.000	0.000	219.21	0.000
10/3/2014	288.96	0.0031	85621.39	-3.48	-3.48	258.62	0.000	0.000	218.62	0.000
10/4/2014	290.28	0.0030	85548.98	-3.40	-3.40	256.80	0.000	0.000	217.70	0.000
10/5/2014	290.70	0.0034	85407.02	-3.57	-3.57	262.52	0.000	0.000	214.82	0.000
10/6/2014	291.37	0.0030	85265.98	-2.50	-2.50	259.11	0.000	0.000	212.49	0.000
10/7/2014	292.56	0.0035	85072.35	-0.17	-0.17	272.83	0.000	0.000	206.46	0.000
10/8/2014	290.79	0.0033	84915.39	1.83	1.83	267.54	0.000	0.000	207.21	0.000
10/9/2014	288.35	0.0031	84791.86	2.25	2.25	257.32	0.000	0.000	204.02	0.000
10/10/2014	288.01	0.0035	84976.45	1.65	1.65	266.49	0.000	0.000	199.86	0.000
10/11/2014	288.54	0.0037	85154.16	0.90	0.90	270.69	0.000	0.000	193.90	0.000
10/12/2014	285.47	0.0033	85276.78	-2.46	-2.46	248.24	0.000	0.000	196.44	0.000
10/13/2014	286.26	0.0028	85052.84	-2.93	-2.93	267.72	0.000	0.000	181.11	0.000
10/14/2014	287.56	0.0033	84607.38	2.17	2.17	267.78	0.001	0.000	184.76	0.000
10/15/2014	282.36	0.0058	84411.00	4.55	4.55	295.03	13.046	0.544	140.38	0.196
10/16/2014	281.27	0.0049	84912.72	0.42	0.42	268.69	0.021	0.001	171.03	0.094
10/17/2014	283.43	0.0050	84688.83	1.82	1.82	286.90	0.000	0.000	152.50	0.025
10/18/2014	283.70	0.0055	84819.80	0.39	0.39	267.70	0.000	0.000	181.94	0.008
10/19/2014	285.19	0.0052	84665.84	-0.24	-0.24	262.72	0.000	0.000	179.99	0.002
10/20/2014	283.47	0.0060	84425.11	2.57	2.57	265.00	2.925	0.122	161.86	0.001
10/21/2014	280.19	0.0050	84786.25	2.55	2.55	254.72	4.707	0.196	171.00	0.003
10/22/2014	281.76	0.0041	84890.38	1.28	1.28	275.77	0.170	0.007	149.80	0.000
10/23/2014	282.91	0.0052	84875.26	3.51	3.51	298.21	0.693	0.029	107.91	0.001
10/24/2014	283.07	0.0053	84795.41	1.88	1.88	271.15	0.215	0.009	169.57	0.001
10/25/2014	282.12	0.0056	84467.15	3.83	3.83	275.90	14.037	0.585	113.36	0.232
10/26/2014	278.16	0.0048	84904.59	3.37	3.37	250.83	10.737	0.447	165.39	1.304
10/27/2014	278.21	0.0037	84952.25	-2.53	-2.53	258.49	0.090	0.004	137.52	0.838
10/28/2014	282.25	0.0037	85021.31	-0.50	-0.50	264.94	0.000	0.000	151.68	0.553
10/29/2014	284.68	0.0051	85218.94	0.66	0.66	282.19	0.000	0.000	142.49	0.354
10/30/2014	285.94	0.0051	84904.35	-0.61	-0.61	275.10	0.000	0.000	145.58	0.236
10/31/2014	282.82	0.0055	84377.37	2.36	2.36	291.53	5.468	0.228	102.94	0.210
11/1/2014	278.37	0.0055	83982.94	4.52	4.52	308.40	16.688	0.695	108.33	0.522
11/2/2014	276.10	0.0038	84878.80	0.34	0.34	230.17	0.412	0.017	152.54	0.427
11/3/2014	275.91	0.0030	85341.22	-2.27	-2.27	234.18	0.000	0.000	130.81	0.326
11/4/2014	278.60	0.0036	85513.90	-1.03	-1.03	276.31	0.000	0.000	101.71	0.254
11/5/2014	282.54	0.0051	85693.75	-3.17	-3.17	267.57	0.000	0.000	142.31	0.176
11/6/2014	283.81	0.0051	85467.19	-0.50	-0.50	262.66	0.000	0.000	141.30	0.123
11/7/2014	282.93	0.0048	85499.81	-0.33	-0.33	250.28	0.000	0.000	142.16	0.095
11/8/2014	283.73	0.0047	85478.16	-2.90	-2.90	254.42	0.000	0.000	139.79	0.078
11/9/2014	285.45	0.0045	85042.81	-0.07	-0.07	260.27	0.000	0.000	137.83	0.061
11/10/2014	282.15	0.0041	84578.89	-0.65	-0.65	233.68	0.000	0.000	142.76	0.051
11/11/2014	279.49	0.0032	84467.69	-0.23	-0.23	226.08	0.000	0.000	133.90	0.046
11/12/2014	279.49	0.0041	84649.65	2.04	2.04	257.81	0.000	0.000	120.06	0.042
11/13/2014	279.19	0.0053	84631.10	3.31	3.31	284.68	10.712	0.446	105.08	0.305
11/14/2014	278.45	0.0055	84791.57	4.44	4.44	273.16	1.460	0.061	105.75	0.289
11/15/2014	277.37	0.0044	84994.70	3.38	3.38	250.61	0.000	0.000	118.99	0.221
11/16/2014	274.90	0.0024	85547.38	-4.46	-4.46	205.66	0.000	0.000	126.55	0.189
11/17/2014	273.85	0.0013	85507.34	-3.31	-3.31	192.28	0.000	0.000	132.38	0.168
11/18/2014	275.35	0.0015	85243.85	-2.51	-2.51	209.36	0.000	0.000	120.73	0.145
11/19/2014	278.05	0.0025	84868.16	-0.50	-0.50	291.32	2.697	0.112	56.33	0.310
11/20/2014	277.17	0.0052	84719.17	2.37	2.37	284.56	5.543	0.231	85.66	0.657
11/21/2014	276.05	0.0046	84663.91	2.10	2.10	266.99	3.018	0.126	96.78	0.768
11/22/2014	278.25	0.0056	84562.34	5.82	5.82	319.30	22.675	0.945	73.06	1.090
11/23/2014	274.79	0.0034	85374.52	0.28	0.28	227.24	0.134	0.006	101.86	0.977
11/24/2014	275.38	0.0025	85660.95	-1.80	-1.80	219.21	0.000	0.000	119.57	0.815
11/25/2014	279.12	0.0038	85931.40	1.63	1.63	253.35	0.000	0.000	97.32	0.649
11/26/2014	281.54	0.0039	85856.56	1.63	1.63	246.73	0.000	0.000	113.31	0.492
11/27/2014	282.88	0.0038	85460.73	1.82	1.82	258.76	0.000	0.000	112.74	0.376
11/28/2014	280.46	0.0028	84741.13	3.48	3.48	240.96	0.625	0.026	104.83	0.459
11/29/2014	277.97	0.0049	84143.11	5.25	5.25	287.74	13.352	0.556	66.33	1.652
11/30/2014	277.80	0.0054	84151.35	0.59	0.59	311.77	14.893	0.621	73.71	2.801
12/1/2014	278.05	0.0056	84690.98	1.25	1.25	312.77	11.368	0.474	72.55	3.632
12/2/2014	278.37	0.0053	84652.13	-2.55	-2.55	287.86	6.722	0.280	52.53	3.621
12/3/2014	278.75	0.0063	84047.52	-0.74	-0.74	325.44	64.723	2.697	53.60	5.659
12/4/2014	278.82	0.0059	84330.57	2.10	2.10	295.39	31.952	1.331	75.76	7.376
12/5/2014	278.33	0.0056	84786.71	0.35	0.35	275.25	4.671	0.195	69.70	7.328
12/6/2014	279.82	0.0064	84985.95	1.66	1.66	315.20	26.662	1.111	70.61	7.935
12/7/2014	279.11	0.0053	85428.46	0.51	0.51	260.07	0.155	0.006	99.66	7.556
12/8/2014	279.34	0.0057	85257.51	0.71	0.71	278.35	0.004	0.000	73.89	7.160
12/9/2014	280.42	0.0065	85250.70	1.11	1.11	293.02	0.014	0.001	74.96	6.787
12/10/2014	281.01	0.0060	84732.52	1.30	1.30	287.86	0.042	0.002	88.73	6.377
12/11/2014	280.43	0.0064	83588.51	1.84	1.84	314.50	77.299	3.221	50.76	6.892
12/12/2014	277.11	0.0054	83598.74	3.44	3.44	308.15	30.053	1.252	72.59	10.092
12/13/2014	274.07	0.0041	84816.48	1.89	1.89	248.56	1.247	0.052	103.22	10.272
12/14/2014	273.14	0.0034	84943.48	-1.15	-1.15	238.68	0.140	0.006	83.73	10.209
12/15/2014	275.16	0.0045	84528.92	-1.54	-1.54	303.80	7.551	0.315	60.68	11.875
12/16/2014	274.91	0.0047	84150.85	0.82	0.82	297.43	17.157	0.715	71.33	20.379
12/17/2014	274.34	0.0044	84252.40	0.67	0.67	289.80	11.141	0.464	55.08	27.676
12/18/2014	274.91	0.0045	84767.05	1.14	1.14	295.39	1.636	0.068	77.32	29.624
12/19/2014	275.59	0.0047	84775.78	2.61	2.61	277.72	21.924	0.914	62.81	36.485
12/20/2014	275.83	0.0050	84875.20	3.83	3.83	310.44	10.029	0.418	37.32	43.515
12/21/2014	279.49	0.0066	85089.39	5.00	5.00	332.87	5.787	0.241	44.07	43.509
12/22/2014	280.25	0.0060	85411.20	2.39	2.39	263.56	0.071	0.003	100.60	41.098
12/23/2014	279.37	0.0052	85441.12	-1.87	-1.87	242.10	0.010	0.000	102.07	39.433
12/24/2014	278.69	0.0052	84789.63	3.62	3.62	264.33	6.067	0.253	55.03	38.462
12/25/2014	272.61	0.0032	84555.35	1.78	1.78	230.46	1.917	0.080	96.99	38.460
12/26/2014	270.98	0.0026	84979.85	-3.56	-3.56	209.63	0.000	0.000	105.59	38.237
12/27/2014	270.45	0.0023	85339.69	-2.18	-2.18	195.52	0.000	0.000	102.56	38.020
12/28/2014	273.23	0.0028	85404.40	3.14	3.14	223.80	0.000	0.000	105.98	37.736
12/29/2014	271.43	0.0024	85006.89	3.86	3.86	190.68	0.004	0.000	106.52	37.503
12/30/2014	269.38	0.0027	84857.99	-3.41	-3.41	224.92	0.416	0.017	106.43	37.517
12/31/2014	266.21	0.0017	85348.45	-7.01	-7.01	172.04	0.016	0.001	108.22	37.416
1/1/2015	268.51	0.0018	84977.17	-3.94	-3.94	187.09	0.000	0.000	110.08	37.287
1/2/2015	269.38	0.0021	84958.58	-2.28	-2.28	195.91	0.000	0.000	109.43	37.141
1/3/2015	273.58	0.0029	85087.30	-0.38	-0.38	223.90	0.000	0.000	102.25	36.921
1/4/2015	274.56	0.0031	85432.29	2.05	2.05	247.52	0.000	0.000	73.60	36.680
1/5/2015	277.05	0.0031	85781.34	0.01	0.01	237.90	0.000	0.000	106.69	36.316
1/6/2015	278.00	0.0037	85734.83	-3.02	-3.02	248.18	0.000	0.000	107.80	35.603
1/7/2015	278.10	0.0037	85590.62	-2.61	-2.61	231.38	0.000	0.000	112.35	34.806
1/8/2015	278.21	0.0037	85181.02	-1.89	-1.89	225.40	0.000	0.000	112.15	34.031
1/9/2015	278.47	0.0037	84964.38	-1.28	-1.28	252.38	0.000	0.000	101.28	33.332
1/10/2015	278.40	0.0041	84835.03	1.79	1.79	297.11	0.000	0.000	61.13	32.850
1/11/2015	277.77	0.0042	84706.45	1.85	1.85	277.43	0.001	0.000	109.40	32.461
1/12/2015	277.13	0.0045	85075.71	1.80	1.80	277.92	0.001	0.000	82.51	32.001
1/13/2015	275.85	0.0041	85369.97	-3.18	-3.18	230.92	0.000	0.000	116.04	31.616
1/14/2015	275.03	0.0033	85327.78	-3.65	-3.65	203.76	0.000	0.000	118.81	31.163
1/15/2015	275.66	0.0036	85445.63	-0.40	-0.40	234.32	0.000	0.000	102.37	30.709
1/16/2015	278.00	0.0048	85294.68	2.69	2.69	306.33	2.862	0.119	59.85	30.755
1/17/2015	278.88	0.0060	85372.83	1.16	1.16	300.93	0.510	0.021	81.74	30.466
